DateID,StateProvinceID,StateProvinceCode,StateProvinceName,CountryRegionName,ProvinceLat,ProvinceLong,ProductCount,OrderCount,TotalDiscount,CustomerCount,TotalSale
20111031,6,AZ ,Arizona,United States,34.395342,-111.763275,6,1,0.0,1,5202.6366
20120129,6,AZ ,Arizona,United States,34.395342,-111.763275,6,3,0.0,3,1518.8084999999999
20120430,6,AZ ,Arizona,United States,34.395342,-111.763275,5,1,0.0,1,1144.4969
20120530,6,AZ ,Arizona,United States,34.395342,-111.763275,320,2,119.20161100000001,2,82641.725789
20120630,6,AZ ,Arizona,United States,34.395342,-111.763275,38,1,0.0,1,4364.2719
20120731,6,AZ ,Arizona,United States,34.395342,-111.763275,140,3,5.728891999999999,3,60890.183508
20120830,6,AZ ,Arizona,United States,34.395342,-111.763275,184,1,4.292992,1,41679.278208
20120930,6,AZ ,Arizona,United States,34.395342,-111.763275,26,1,0.0,1,3048.5294
20121030,6,AZ ,Arizona,United States,34.395342,-111.763275,92,3,0.0,3,35076.0626
20121130,6,AZ ,Arizona,United States,34.395342,-111.763275,184,2,25.073400000000003,2,66923.5533
20121231,6,AZ ,Arizona,United States,34.395342,-111.763275,9,2,0.0,2,3065.4758
20130128,6,AZ ,Arizona,United States,34.395342,-111.763275,45,3,0.0,3,7572.9553
20130228,6,AZ ,Arizona,United States,34.395342,-111.763275,276,2,43.584402,2,84171.408198
20130330,6,AZ ,Arizona,United States,34.395342,-111.763275,23,2,0.0,2,2201.1903
20130421,6,AZ ,Arizona,United States,34.395342,-111.763275,1,1,0.0,1,2071.4196
20130430,6,AZ ,Arizona,United States,34.395342,-111.763275,82,3,0.0,3,27236.7228
20130530,6,AZ ,Arizona,United States,34.395342,-111.763275,660,3,8392.539525,3,216303.174975
20130630,6,AZ ,Arizona,United States,34.395342,-111.763275,15,2,581.8857,2,10648.7523
20130731,6,AZ ,Arizona,United States,34.395342,-111.763275,134,3,1926.6738,3,61566.8562
20130830,6,AZ ,Arizona,United States,34.395342,-111.763275,402,2,142.966785,2,93172.472715
20130903,6,AZ ,Arizona,United States,34.395342,-111.763275,1,1,0.0,1,32.6
20130930,6,AZ ,Arizona,United States,34.395342,-111.763275,11,2,0.0,2,6049.584
20131030,6,AZ ,Arizona,United States,34.395342,-111.763275,117,3,0.0,3,58672.218
20131130,6,AZ ,Arizona,United States,34.395342,-111.763275,339,3,355.991415,3,135935.261085
20131231,6,AZ ,Arizona,United States,34.395342,-111.763275,16,2,0.0,2,9629.082
20140129,6,AZ ,Arizona,United States,34.395342,-111.763275,90,3,0.0,3,57363.132
20140301,6,AZ ,Arizona,United States,34.395342,-111.763275,477,3,1695.8835430000001,3,177424.381357
20140331,6,AZ ,Arizona,United States,34.395342,-111.763275,6,1,0.0,1,2909.736
20140501,6,AZ ,Arizona,United States,34.395342,-111.763275,118,3,0.0,3,59439.876000000004
20110531,7,BC ,British Columbia,Canada,55.001251,-125.002441,94,2,0.0,2,39522.4262
20110618,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20110623,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20110624,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20110629,7,BC ,British Columbia,Canada,55.001251,-125.002441,3,3,0.0,3,7652.3582
20110701,7,BC ,British Columbia,Canada,55.001251,-125.002441,58,5,0.0,5,26039.156199999998
20110712,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20110718,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20110719,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,699.0982
20110722,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,6953.26
20110723,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20110730,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20110731,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3374.99
20110801,7,BC ,British Columbia,Canada,55.001251,-125.002441,33,4,0.0,4,46208.4913
20110802,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20110819,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20110822,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20110827,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20110831,7,BC ,British Columbia,Canada,55.001251,-125.002441,102,1,0.0,1,43803.1432
20110914,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3374.99
20110921,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,699.0982
20110922,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20110928,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,4277.3682
20111001,7,BC ,British Columbia,Canada,55.001251,-125.002441,70,4,0.0,4,33951.6889
20111004,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,699.0982
20111018,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,7156.54
20111021,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,6978.26
20111023,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20111026,7,BC ,British Columbia,Canada,55.001251,-125.002441,3,3,0.0,3,10734.81
20111027,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,699.0982
20111031,7,BC ,British Columbia,Canada,55.001251,-125.002441,78,2,1.3224,2,42206.5591
20111101,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20111107,7,BC ,British Columbia,Canada,55.001251,-125.002441,3,3,0.0,3,7652.3582
20111112,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20111120,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,7156.54
20111121,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20111123,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20111127,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20111201,7,BC ,British Columbia,Canada,55.001251,-125.002441,85,2,113.53356,2,40246.94584
20111203,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20111205,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20111206,7,BC ,British Columbia,Canada,55.001251,-125.002441,3,3,0.0,3,10531.529999999999
20111209,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20111211,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20111212,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20111216,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20111220,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20111222,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3399.99
20111224,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,7156.54
20111230,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120101,7,BC ,British Columbia,Canada,55.001251,-125.002441,58,5,0.0,5,31040.4537
20120102,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,7156.54
20120103,7,BC ,British Columbia,Canada,55.001251,-125.002441,3,3,0.0,3,10734.81
20120105,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120106,7,BC ,British Columbia,Canada,55.001251,-125.002441,4,4,0.0,4,11255.6282
20120110,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,7156.54
20120111,7,BC ,British Columbia,Canada,55.001251,-125.002441,5,5,0.0,5,17891.35
20120112,7,BC ,British Columbia,Canada,55.001251,-125.002441,3,3,0.0,3,10531.529999999999
20120113,7,BC ,British Columbia,Canada,55.001251,-125.002441,3,3,0.0,3,10734.81
20120114,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,7156.54
20120117,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120118,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120119,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,7156.54
20120120,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,7156.54
20120122,7,BC ,British Columbia,Canada,55.001251,-125.002441,3,3,0.0,3,10531.529999999999
20120124,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,7156.54
20120125,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120126,7,BC ,British Columbia,Canada,55.001251,-125.002441,6,6,0.0,6,21469.62
20120127,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120128,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120129,7,BC ,British Columbia,Canada,55.001251,-125.002441,81,4,1.5428,4,105654.8978
20120203,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120206,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120207,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120209,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120213,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120217,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120219,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3374.99
20120223,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120229,7,BC ,British Columbia,Canada,55.001251,-125.002441,125,1,105.42401999999998,1,68880.08218
20120302,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,7156.54
20120305,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,7156.54
20120307,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120310,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3374.99
20120311,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120312,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120314,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120315,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120316,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,7156.54
20120317,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120321,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120327,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120328,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,7156.54
20120329,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,7156.54
20120330,7,BC ,British Columbia,Canada,55.001251,-125.002441,73,4,0.0,4,49714.3951
20120331,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120402,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120403,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120407,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120410,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120412,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3374.99
20120414,7,BC ,British Columbia,Canada,55.001251,-125.002441,3,3,0.0,3,10734.81
20120415,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120416,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,6978.26
20120421,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120430,7,BC ,British Columbia,Canada,55.001251,-125.002441,71,2,3257.1778749999994,2,35444.227825
20120501,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,699.0982
20120502,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,699.0982
20120503,7,BC ,British Columbia,Canada,55.001251,-125.002441,3,3,0.0,3,10556.529999999999
20120505,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,6953.26
20120511,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120515,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120516,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120518,7,BC ,British Columbia,Canada,55.001251,-125.002441,4,4,0.0,4,14313.08
20120520,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120522,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3578.27
20120527,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,3374.99
20120528,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,7156.54
20120530,7,BC ,British Columbia,Canada,55.001251,-125.002441,413,1,2594.622363,1,150837.438737
20120601,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2049.0982
20120602,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2071.4196
20120603,7,BC ,British Columbia,Canada,55.001251,-125.002441,4,4,0.0,4,8988.0375
20120604,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2443.35
20120606,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2049.0982
20120612,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2181.5625
20120613,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2443.35
20120615,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2181.5625
20120616,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2181.5625
20120617,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,4514.7696
20120618,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2181.5625
20120619,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,4492.4482
20120623,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2443.35
20120624,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2181.5625
20120625,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2443.35
20120628,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2181.5625
20120630,7,BC ,British Columbia,Canada,55.001251,-125.002441,295,5,812.3677359999999,5,73312.683464
20120703,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,4886.7
20120704,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2443.35
20120705,7,BC ,British Columbia,Canada,55.001251,-125.002441,4,4,0.0,4,9139.6821
20120706,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,4363.125
20120707,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,782.99
20120710,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2443.35
20120711,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,4624.9125
20120713,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2181.5625
20120714,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,4624.9125
20120716,7,BC ,British Columbia,Canada,55.001251,-125.002441,3,3,0.0,3,5407.9025
20120717,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2443.35
20120718,7,BC ,British Columbia,Canada,55.001251,-125.002441,3,3,0.0,3,5625.35
20120719,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2443.35
20120723,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2181.5625
20120724,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2181.5625
20120726,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,4886.7
20120729,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2071.4196
20120730,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2443.35
20120731,7,BC ,British Columbia,Canada,55.001251,-125.002441,508,4,55.370425000000004,4,172575.302375
20120807,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,782.99
20120814,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2443.35
20120815,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,782.99
20120817,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2443.35
20120818,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2181.5625
20120820,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2181.5625
20120822,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,782.99
20120825,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,782.99
20120827,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,782.99
20120828,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2071.4196
20120829,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2181.5625
20120830,7,BC ,British Columbia,Canada,55.001251,-125.002441,247,2,9.568724,2,78263.953476
20120906,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2181.5625
20120909,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2071.4196
20120917,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2071.4196
20120918,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,3182.0
20120920,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,3182.0
20120922,7,BC ,British Columbia,Canada,55.001251,-125.002441,3,3,0.0,3,5013.6507
20120923,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2443.35
20120925,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,4624.9125
20120930,7,BC ,British Columbia,Canada,55.001251,-125.002441,210,4,129.716764,4,59068.735636
20121002,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2049.0982
20121007,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2049.0982
20121020,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,1000.4375
20121026,7,BC ,British Columbia,Canada,55.001251,-125.002441,4,4,0.0,4,3349.4075000000003
20121027,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,782.99
20121030,7,BC ,British Columbia,Canada,55.001251,-125.002441,410,5,88.70665,5,148571.53025
20121103,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,1783.4275
20121104,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2049.0982
20121106,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2049.0982
20121109,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2071.4196
20121114,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,1000.4375
20121118,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,2832.0882
20121120,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2049.0982
20121121,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2049.0982
20121124,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,782.99
20121125,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2181.5625
20121126,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2443.35
20121127,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,1565.98
20121130,7,BC ,British Columbia,Canada,55.001251,-125.002441,180,1,322.983375,1,53989.976025
20121202,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2181.5625
20121204,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2049.0982
20121209,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2049.0982
20121215,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2443.35
20121217,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2443.35
20121221,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,1000.4375
20121230,7,BC ,British Columbia,Canada,55.001251,-125.002441,2,2,0.0,2,4120.5178
20121231,7,BC ,British Columbia,Canada,55.001251,-125.002441,119,5,0.0,5,30230.517
20130103,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2071.4196
20130104,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2181.5625
20130105,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2049.0982
20130106,7,BC ,British Columbia,Canada,55.001251,-125.002441,1,1,0.0,1,2049.0982
